 # webanno.custom.Entity | NC
#id=1
#text=The International Olympic Committee ( IOC ) selected Pyeongchang , South Korea as host of the 2018 Winter Games today . The committee meeting in Durban , South Africa , made its selection in the first round of voting . The South Korean city won over Munich , Germany and Annecy , France after failing in two previous tries
4-50	country	B-NC	
4-51	in	O	
4-52	Asia	B-NC	
4-53	,	O	
4-54	both	O	
4-55	times	B-NC	
4-56	to	O	
4-57	Japan	B-NC	

#id=5
#text=The 2016 Summer Games have previously been awarded to Rio de Janeiro , Brazil , which will be the first South American city to host the games . Sochi , Russia was selected in 2007 for the 2014 Winter Games , giving Russia its first hosting of the Winter Games
5-1	The	O	
5-2	2016	O	
5-3	Summer	B-NC	
5-4	Games	B-NC	
5-5	have	O	
5-6	previously	O	
5-7	been	O	
5-8	awarded	O	
5-9	to	O	
5-10	Rio	B-NC	
5-11	de	B-NC	
5-12	Janeiro	B-NC	
5-13	,	O	
5-14	Brazil	B-NC	
5-15	,	O	
5-16	which	O	
5-17	will	O	
5-18	be	O	
5-19	the	O	
5-20	first	O	
5-21	South	O	
5-22	American	O	
5-23	city	B-NC	
5-24	to	O	
5-25	host	O	
5-26	the	O	
5-27	games	B-NC	
5-28	.	O	
5-29	Sochi	B-NC	
5-30	,	O	
5-31	Russia	B-NC	
5-32	was	O	
5-33	selected	O	
5-34	in	O	
5-35	2007	O	
5-36	for	O	
5-37	the	O	
5-38	2014	O	
5-39	Winter	B-NC	
5-40	Games	B-NC	
5-41	,	O	
5-42	giving	O	
5-43	Russia	B-NC	
5-44	its	O	
5-45	first	O	
5-46	hosting	O	
5-47	of	O	
5-48	the	O	
5-49	Winter	B-NC	
5-50	Games	B-NC	

